,Nombre del jugador,Posición,Equipo,Edad,Minutos jugados,Goles anotados,Asistencias anotadas,Goles anotados esperados,Goles encajados (Porteros),Paradas (Porteros),Porterías a cero (Porteros),Goles encajados jugando,Goles encajados esperados,Valor de Mercado,Liga
780,Sada Thioub,3,80,23.0,2476.0,3.0,5.0,3.8,0.0,0.0,0.0,0.0,0.0,4000000,5
781,Theo Valls,3,80,22.0,1770.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,2500000,5
782,Jordan Amavi,2,42,24.0,2177.0,0.0,2.0,0.8,0.0,0.0,0.0,34.0,31.0,8000000,5
783,Duje Caleta-Car,2,42,21.0,1547.0,0.0,0.0,0.8,0.0,0.0,0.0,22.0,20.0,15000000,5
784,Valere Germain,4,42,28.0,2170.0,8.0,2.0,4.8,0.0,0.0,0.0,0.0,0.0,7000000,5
785,Boubacar Kamara,2,42,18.0,2411.0,1.0,0.0,1.0,0.0,0.0,0.0,38.0,32.6,18000000,5
786,Maxime Lopez,3,42,20.0,2180.0,1.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,15000000,5
787,Steve Mandanda,1,42,33.0,2735.0,0.0,0.0,0.0,40.0,72.0,9.0,0.0,0.0,2500000,5
788,Dimitri Payet,3,42,31.0,1904.0,4.0,6.0,5.6,0.0,0.0,0.0,0.0,0.0,12500000,5
789,Yohann Pele,1,42,35.0,682.0,0.0,0.0,0.0,12.0,12.0,3.0,0.0,0.0,500000,5
790,Nemanja Radonjic,4,42,22.0,681.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,5000000,5
791,Hiroki Sakai,2,42,28.0,2374.0,1.0,4.0,0.4,0.0,0.0,0.0,32.0,29.9,8000000,5
792,Morgan Sanson,3,42,23.0,2403.0,5.0,3.0,2.3,0.0,0.0,0.0,0.0,0.0,28000000,5
793,Bouna Sarr,2,42,26.0,2242.0,1.0,1.0,1.4,0.0,0.0,0.0,36.0,29.5,6000000,5
794,Gregory Sertic,3,42,28.0,108.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1000000,5
795,Kevin Strootman,3,42,28.0,1942.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,12000000,5
796,Florian Thauvin,4,42,25.0,2613.0,16.0,8.0,11.3,0.0,0.0,0.0,0.0,0.0,45000000,5
797,Kelvin Amian,2,89,20.0,2880.0,0.0,1.0,0.6,0.0,0.0,0.0,47.0,47.8,7000000,5
798,Bafode Diakite,2,89,17.0,633.0,1.0,0.0,0.1,0.0,0.0,0.0,9.0,9.1,6000000,5
799,Mathieu Dossevi,4,89,30.0,2469.0,4.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,2500000,5
800,Mauro Goicoechea,1,89,30.0,713.0,0.0,0.0,0.0,12.0,23.0,3.0,0.0,0.0,800000,5
801,Max Gradel,4,89,30.0,3240.0,11.0,5.0,14.8,0.0,0.0,0.0,0.0,0.0,8000000,5
802,Corentin Jean,4,89,23.0,629.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,2500000,5
803,Kouadio Kone,3,89,17.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,5
804,Aaron Leya Iseka,4,89,20.0,1444.0,4.0,0.0,3.9,0.0,0.0,0.0,0.0,0.0,3000000,5
805,Steven Moreira,2,89,23.0,863.0,0.0,0.0,0.5,0.0,0.0,0.0,16.0,13.1,2000000,5
806,Nathan N'Goumou,4,89,18.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300000,5
807,Baptiste Reynet,1,89,27.0,2704.0,0.0,0.0,0.0,45.0,98.0,6.0,0.0,0.0,5000000,5
808,Ibrahim Sangare,3,89,20.0,2467.0,1.0,3.0,2.3,0.0,0.0,0.0,0.0,0.0,15000000,5
809,Yaya Sanogo,4,89,25.0,1243.0,3.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,2500000,5
810,Gen Shoji,2,89,25.0,1620.0,0.0,0.0,0.1,0.0,0.0,0.0,26.0,25.8,3500000,5
811,Kalidou Sidibe,3,89,19.0,1259.0,1.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3500000,5
812,Issiaga Sylla,2,89,24.0,1994.0,2.0,0.0,2.0,0.0,0.0,0.0,31.0,33.3,3500000,5
813,Benjamin Andre,3,67,27.0,2495.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,10000000,5
814,Ludovic Baal,2,67,32.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,500000,5
815,Sacha Boey,2,67,17.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,800000,5
816,Benjamin Bourigeaud,3,67,24.0,2425.0,6.0,5.0,6.5,0.0,0.0,0.0,0.0,0.0,15000000,5
817,Eduardo Camavinga,3,67,15.0,364.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,20000000,5
818,Damien Da Silva,2,67,30.0,2874.0,2.0,1.0,2.1,0.0,0.0,0.0,42.0,39.6,5000000,5
819,Romain Del Castillo,3,67,22.0,1343.0,0.0,3.0,0.8,0.0,0.0,0.0,0.0,0.0,3500000,5
820,Souleyman Doumbia,2,67,21.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.2,3000000,5
821,Jeremy Gelin,2,67,21.0,1278.0,0.0,0.0,0.9,0.0,0.0,0.0,25.0,17.8,6000000,5
822,Clement Grenier,3,67,27.0,2668.0,2.0,5.0,3.8,0.0,0.0,0.0,0.0,0.0,7500000,5
823,Adrien Hunou,4,67,24.0,1240.0,7.0,1.0,7.7,0.0,0.0,0.0,0.0,0.0,6000000,5
824,Jakob Johansson,3,67,28.0,712.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2500000,5
825,James Lea Siliki,3,67,22.0,1220.0,0.0,3.0,1.5,0.0,0.0,0.0,0.0,0.0,4000000,5
826,Mexer,2,67,29.0,2469.0,0.0,0.0,0.6,0.0,0.0,0.0,32.0,32.7,4000000,5
827,M'Baye Niang,4,67,23.0,1793.0,11.0,4.0,7.8,0.0,0.0,0.0,0.0,0.0,12000000,5
828,Gerzino Nyamsi,2,67,21.0,539.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.3,2000000,5
829,Diafra Sakho,4,67,28.0,144.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2000000,5
830,Hamari Traore,2,67,26.0,2972.0,0.0,2.0,2.0,0.0,0.0,0.0,46.0,39.7,6000000,5
831,Houssem Aouar,3,30,20.0,3061.0,7.0,7.0,6.8,0.0,0.0,0.0,0.0,0.0,45000000,5
832,Maxwel Cornet,4,30,21.0,1281.0,7.0,5.0,7.4,0.0,0.0,0.0,0.0,0.0,15000000,5
833,Moussa Dembele,4,30,22.0,2016.0,15.0,4.0,17.1,0.0,0.0,0.0,0.0,0.0,30000000,5
834,Jason Denayer,2,30,23.0,2754.0,2.0,0.0,1.7,0.0,0.0,0.0,43.0,36.7,15000000,5
835,Memphis Depay,4,30,24.0,2737.0,10.0,10.0,14.3,0.0,0.0,0.0,0.0,0.0,45000000,5
836,Leo Dubois,2,30,23.0,2044.0,1.0,6.0,0.9,0.0,0.0,0.0,30.0,27.1,13500000,5
837,Anthony Lopes,1,30,27.0,3060.0,0.0,0.0,0.0,42.0,95.0,9.0,0.0,0.0,25000000,5
838,Marcelo,2,30,31.0,2878.0,0.0,1.0,2.3,0.0,0.0,0.0,34.0,35.1,7000000,5
839,Jeremy Morel,2,30,34.0,1064.0,0.0,0.0,0.1,0.0,0.0,0.0,15.0,15.0,250000,5
840,Rafael,2,30,28.0,1023.0,0.0,1.0,0.1,0.0,0.0,0.0,13.0,14.0,9000000,5
841,Oumar Solet,2,30,18.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,1000000,5
842,Martin Terrier,4,30,21.0,1486.0,9.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,15000000,5
843,Kenny Tete,2,30,22.0,1048.0,0.0,3.0,0.7,0.0,0.0,0.0,18.0,10.0,8000000,5
844,Lucas Tousart,3,30,21.0,1727.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,20000000,5
845,Bertrand Traore,4,30,22.0,2117.0,7.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,15000000,5
846,Luiz Araujo,4,39,22.0,781.0,3.0,2.0,2.1,0.0,0.0,0.0,0.0,0.0,7000000,5
847,Fode Ballo-Toure,2,39,21.0,1593.0,0.0,1.0,0.4,0.0,0.0,0.0,17.0,21.7,10000000,5
848,Jonathan Bamba,4,39,22.0,3004.0,13.0,3.0,8.4,0.0,0.0,0.0,0.0,0.0,20000000,5
849,Zeki Celik,2,39,21.0,2971.0,1.0,5.0,1.1,0.0,0.0,0.0,26.0,35.8,17000000,5
850,Jose Fonte,2,39,34.0,3110.0,3.0,1.0,4.6,0.0,0.0,0.0,28.0,38.4,2000000,5
851,Jonathan Ikone,3,39,20.0,2796.0,3.0,9.0,5.1,0.0,0.0,0.0,0.0,0.0,27000000,5
852,Youssouf Kone,2,39,23.0,1709.0,0.0,1.0,0.1,0.0,0.0,0.0,13.0,17.9,9000000,5
853,Thiago Maia,3,39,21.0,1021.0,0.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,4000000,5
854,Mike Maignan,1,39,23.0,3420.0,0.0,0.0,0.0,33.0,90.0,15.0,0.0,0.0,22000000,5
855,Reinildo Mandava,2,39,24.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.2,2000000,5
856,Thiago Mendes,3,39,26.0,3074.0,0.0,5.0,1.5,0.0,0.0,0.0,0.0,0.0,25000000,5
857,Jeremy Pied,2,39,29.0,469.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,6.5,2500000,5
858,Loic Remy,4,39,31.0,1204.0,7.0,2.0,6.4,0.0,0.0,0.0,0.0,0.0,3000000,5
859,Adama Soumaoro,2,39,26.0,1723.0,0.0,1.0,0.5,0.0,0.0,0.0,19.0,21.9,10000000,5
860,Boubakary Soumare,3,39,19.0,564.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,18000000,5
861,Xeka,3,39,23.0,2260.0,2.0,0.0,1.7,0.0,0.0,0.0,0.0,0.0,10000000,5
862,Youcef Atal,2,62,22.0,2263.0,6.0,0.0,4.6,0.0,0.0,0.0,21.0,31.2,25000000,5
863,Walter Benitez,1,62,25.0,3150.0,0.0,0.0,0.0,29.0,112.0,16.0,0.0,0.0,10000000,5
864,Patrick Burner,2,62,22.0,1352.0,0.0,0.0,0.2,0.0,0.0,0.0,16.0,21.9,3500000,5
865,Yoan Cardinale,1,62,24.0,270.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,1000000,5
866,Racine Coly,2,62,22.0,503.0,0.0,1.0,0.2,0.0,0.0,0.0,7.0,8.6,2500000,5
867,Wylan Cyprien,3,62,23.0,2360.0,4.0,1.0,5.2,0.0,0.0,0.0,0.0,0.0,18000000,5
868,Dante,2,62,34.0,3226.0,1.0,1.0,1.8,0.0,0.0,0.0,31.0,46.4,1500000,5
869,Ignatius Ganago,4,62,19.0,1036.0,2.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,3000000,5
870,Christophe Herelle,2,62,25.0,2937.0,0.0,0.0,2.2,0.0,0.0,0.0,26.0,40.8,9000000,5
871,Christophe Jallet,2,62,34.0,885.0,1.0,0.0,0.5,0.0,0.0,0.0,7.0,13.8,500000,5
872,Jean-Victor Makengo,3,62,20.0,1029.0,1.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,6000000,5
873,Myziane Maolida,4,62,19.0,952.0,0.0,3.0,2.5,0.0,0.0,0.0,0.0,0.0,8000000,5
874,Andy Pelmard,2,62,18.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1500000,5
875,Malang Sarr,2,62,19.0,2994.0,1.0,1.0,1.0,0.0,0.0,0.0,29.0,45.2,18000000,5
876,Bassem Srarfi,4,62,21.0,817.0,1.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,3000000,5
877,Adrien Tameze,3,62,24.0,2942.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,8000000,5
878,Remi Walter,3,62,23.0,833.0,2.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,3500000,5
879,Thomas Basila,2,90,19.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.6,500000,5
880,Gabriel Boschilia,4,90,22.0,1319.0,4.0,4.0,4.4,0.0,0.0,0.0,0.0,0.0,4000000,5
881,Kalifa Coulibaly,4,90,26.0,1751.0,8.0,2.0,9.5,0.0,0.0,0.0,0.0,0.0,5000000,5
882,Abdoulaye Dabo,4,90,17.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,5
883,Fabio,2,90,28.0,1276.0,0.0,2.0,0.1,0.0,0.0,0.0,20.0,20.2,2500000,5
884,Andrei Girotto,3,90,26.0,1475.0,2.0,0.0,1.1,0.0,0.0,0.0,0.0,0.0,3000000,5
885,Rene Krhin,3,90,28.0,1057.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2000000,5
886,Enock Kwateng,2,90,21.0,2040.0,0.0,1.0,0.5,0.0,0.0,0.0,28.0,27.2,4000000,5
887,Imran Louza,3,90,19.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000,5
888,Samuel Moutoussamy,3,90,21.0,1648.0,2.0,3.0,2.3,0.0,0.0,0.0,0.0,0.0,5000000,5
889,Alexandre Olliero,1,90,22.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,400000,5
890,Nicolas Pallois,2,90,30.0,2160.0,2.0,0.0,1.3,0.0,0.0,0.0,28.0,27.1,2500000,5
891,Valentin Rongier,3,90,23.0,3226.0,4.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,15000000,5
892,Ciprian Tatarusanu,1,90,32.0,2390.0,0.0,0.0,0.0,30.0,62.0,7.0,0.0,0.0,2500000,5
893,Abdoulaye Toure,3,90,24.0,2749.0,3.0,1.0,2.2,0.0,0.0,0.0,0.0,0.0,10000000,5
894,Charles Traore,2,90,26.0,1163.0,0.0,0.0,0.2,0.0,0.0,0.0,10.0,14.4,3000000,5
895,Juan Bernat,2,4,25.0,1836.0,1.0,2.0,0.8,0.0,0.0,0.0,15.0,20.6,15000000,5
896,Edinson Cavani,4,4,31.0,1671.0,18.0,5.0,14.5,0.0,0.0,0.0,0.0,0.0,40000000,5
897,Colin Dagba,2,4,19.0,918.0,0.0,2.0,0.1,0.0,0.0,0.0,15.0,12.0,18000000,5
898,Angel Di Maria,4,4,30.0,2324.0,12.0,11.0,8.7,0.0,0.0,0.0,0.0,0.0,40000000,5
899,Julian Draxler,3,4,24.0,2046.0,3.0,7.0,4.1,0.0,0.0,0.0,0.0,0.0,35000000,5
900,Metehan Guclu,3,4,19.0,17.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,500000,5
901,Thilo Kehrer,2,4,21.0,1902.0,1.0,2.0,2.2,0.0,0.0,0.0,23.0,23.7,35000000,5
902,Presnel Kimpembe,2,4,22.0,2005.0,0.0,1.0,0.4,0.0,0.0,0.0,25.0,25.4,30000000,5
903,Layvin Kurzawa,2,4,25.0,101.0,1.0,2.0,1.0,0.0,0.0,0.0,13.0,9.5,17500000,5
904,Marquinhos,2,4,24.0,2693.0,3.0,2.0,2.0,0.0,0.0,0.0,22.0,27.0,65000000,5
905,Eric Maxim Choupo-Moting,4,4,29.0,802.0,3.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,5000000,5
906,Kylian Mbappe,4,4,19.0,2343.0,33.0,7.0,28.0,0.0,0.0,0.0,0.0,0.0,200000000,5
907,Loic Mbe Soh,2,4,17.0,180.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,3.2,3000000,5
908,Thomas Meunier,2,4,26.0,161.0,3.0,3.0,2.5,0.0,0.0,0.0,12.0,14.3,30000000,5
909,Neymar,3,4,26.0,1439.0,15.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,180000000,5
910,Leandro Paredes,3,4,24.0,1249.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,25000000,5
911,Thiago Silva,2,4,33.0,2077.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,19.5,6000000,5
912,Marco Verratti,3,4,25.0,1879.0,0.0,2.0,0.1,0.0,0.0,0.0,0.0,0.0,75000000,5
913,Timothy Weah,4,4,18.0,54.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8000000,5
914,Ludovic Blas,3,112,20.0,2372.0,1.0,6.0,3.3,0.0,0.0,0.0,0.0,0.0,7000000,5
915,Marcus Coco,4,112,22.0,1840.0,1.0,2.0,2.8,0.0,0.0,0.0,0.0,0.0,3000000,5
916,Lucas Deaux,3,112,29.0,1188.0,3.0,1.0,1.9,0.0,0.0,0.0,0.0,0.0,2000000,5
917,Alexandre Mendy,4,112,24.0,767.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2250000,5
918,Alexis Blin,3,94,21.0,1990.0,1.0,1.0,0.4,0.0,0.0,0.0,0.0,0.0,5000000,5
919,Mathieu Bodmer,3,94,35.0,1073.0,1.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,250000,5
920,Quentin Cornette,4,94,24.0,209.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,300000,5
921,Bakaye Dibassy,2,94,28.0,2942.0,1.0,1.0,1.3,0.0,0.0,0.0,45.0,43.0,3000000,5
922,Juan Ferney Otero,4,94,23.0,2175.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4000000,5
923,Saman Ghoddos,4,94,24.0,1827.0,4.0,4.0,2.6,0.0,0.0,0.0,0.0,0.0,5000000,5
924,Eddy Gnahore,3,94,24.0,2243.0,4.0,2.0,4.3,0.0,0.0,0.0,0.0,0.0,4000000,5
925,Regis Gurtner,1,94,31.0,3420.0,0.0,0.0,0.0,52.0,114.0,11.0,0.0,0.0,1750000,5
926,Moussa Konate,4,94,25.0,1876.0,7.0,2.0,8.3,0.0,0.0,0.0,0.0,0.0,7000000,5
927,Rafal Kurzawa,4,94,25.0,239.0,1.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,1500000,5
928,Jordan Lefort,2,94,24.0,1802.0,0.0,1.0,0.4,0.0,0.0,0.0,27.0,28.8,3000000,5
929,Stiven Mendoza,4,94,26.0,1877.0,2.0,2.0,2.9,0.0,0.0,0.0,0.0,0.0,3000000,5
930,Thomas Monconduit,3,94,27.0,2818.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,3500000,5
931,Sanasi Sy,3,94,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150000,5
932,Bongani Zungu,3,94,25.0,230.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,2500000,5
933,Alexander Djiku,2,111,23.0,2754.0,1.0,0.0,1.2,0.0,0.0,0.0,40.0,47.2,8000000,5
934,Saif-Eddine Khaoui,3,111,23.0,1353.0,3.0,1.0,1.7,0.0,0.0,0.0,0.0,0.0,3500000,5
935,Casimir Ninga,4,111,25.0,2468.0,6.0,3.0,5.6,0.0,0.0,0.0,0.0,0.0,3000000,5
936,Francesco Acerbi,2,26,30.0,3309.0,3.0,1.0,3.4,0.0,0.0,0.0,44.0,45.2,12000000,3
937,Luis Alberto,3,26,25.0,1990.0,4.0,5.0,4.2,0.0,0.0,0.0,0.0,0.0,28000000,3
938,Nicolo Armini,2,26,17.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7,200000,3
939,Milan Badelj,3,26,29.0,1141.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,5000000,3
940,Bastos,2,26,27.0,1139.0,1.0,0.0,0.7,0.0,0.0,0.0,20.0,20.0,4000000,3
941,Valon Berisha,3,26,25.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000,3
942,Martin Caceres,2,26,31.0,307.0,0.0,0.0,0.1,0.0,0.0,0.0,6.0,5.1,1500000,3
943,Felipe Caicedo,4,26,29.0,1371.0,8.0,2.0,8.2,0.0,0.0,0.0,0.0,0.0,3000000,3
944,Danilo Cataldi,3,26,23.0,578.0,2.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,4000000,3
945,Joaquin Correa,4,26,23.0,1927.0,5.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,28000000,3
946,Riza Durmisi,2,26,24.0,326.0,0.0,1.0,0.1,0.0,0.0,0.0,7.0,6.4,4000000,3
947,Luiz Felipe,2,26,21.0,1289.0,1.0,1.0,0.6,0.0,0.0,0.0,16.0,19.4,10000000,3
948,Guido Guerrieri,1,26,22.0,90.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,300000,3
949,Ciro Immobile,4,26,28.0,2859.0,15.0,6.0,15.9,0.0,0.0,0.0,0.0,0.0,40000000,3
950,Lucas Leiva,3,26,31.0,1987.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,9000000,3
951,Jordan Lukaku,2,26,24.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.3,6000000,3
952,Senad Lulic,2,26,32.0,2923.0,4.0,1.0,2.3,0.0,0.0,0.0,34.0,39.1,4000000,3
953,Adam Marusic,2,26,25.0,2111.0,1.0,1.0,1.0,0.0,0.0,0.0,29.0,29.3,7000000,3
954,Sergej Milinkovic-Savic,3,26,23.0,2396.0,5.0,3.0,6.4,0.0,0.0,0.0,0.0,0.0,65000000,3
955,Marco Parolo,3,26,33.0,2563.0,4.0,3.0,5.5,0.0,0.0,0.0,0.0,0.0,3000000,3
956,Patric,2,26,25.0,1085.0,0.0,0.0,1.2,0.0,0.0,0.0,12.0,11.7,1800000,3
957,Silvio Proto,1,26,35.0,180.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,400000,3
958,Stefan Radu,2,26,31.0,2243.0,0.0,1.0,0.6,0.0,0.0,0.0,26.0,26.4,5000000,3
959,Thomas Strakosha,1,26,23.0,3150.0,0.0,0.0,0.0,39.0,95.0,10.0,0.0,0.0,20000000,3
960,Claud Adjapong,3,38,20.0,270.0,1.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,3500000,3
961,Khouma Babacar,4,38,25.0,1488.0,7.0,2.0,7.6,0.0,0.0,0.0,0.0,0.0,8000000,3
962,Domenico Berardi,4,38,23.0,2875.0,8.0,4.0,8.9,0.0,0.0,0.0,0.0,0.0,24000000,3
963,Kevin-Prince Boateng,4,38,31.0,938.0,4.0,1.0,3.8,0.0,0.0,0.0,0.0,0.0,7000000,3
964,Jeremie Boga,4,38,21.0,1443.0,3.0,1.0,3.4,0.0,0.0,0.0,0.0,0.0,6000000,3
965,Mehdi Bourabia,3,38,26.0,2010.0,1.0,0.0,2.3,0.0,0.0,0.0,0.0,0.0,4000000,3
966,Andrea Consigli,1,38,31.0,3213.0,0.0,0.0,0.0,56.0,98.0,12.0,0.0,0.0,4000000,3
967,Merih Demiral,2,38,20.0,1260.0,2.0,0.0,0.8,0.0,0.0,0.0,21.0,23.7,15000000,3
968,Federico Di Francesco,4,38,24.0,1074.0,2.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,4500000,3
969,Alfred Duncan,3,38,25.0,1848.0,4.0,4.0,1.1,0.0,0.0,0.0,0.0,0.0,17000000,3
970,Pol Lirola,2,38,20.0,2975.0,2.0,6.0,1.6,0.0,0.0,0.0,53.0,49.2,13000000,3
971,Manuel Locatelli,3,38,20.0,1847.0,2.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,12000000,3
972,Francesco Magnanelli,3,38,33.0,1859.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,800000,3
973,Giangiacomo Magnani,2,38,22.0,1516.0,0.0,1.0,0.2,0.0,0.0,0.0,27.0,25.7,5000000,3
974,Gian Marco Ferrari,2,38,26.0,2790.0,4.0,0.0,2.2,0.0,0.0,0.0,45.0,45.1,14000000,3
975,Marlon,2,38,22.0,1508.0,1.0,0.0,0.4,0.0,0.0,0.0,24.0,22.3,10000000,3
976,Alessandro Matri,4,38,33.0,603.0,2.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,300000,3
977,Gianluca Pegolo,1,38,37.0,203.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,150000,3
978,Federico Peluso,2,38,34.0,1356.0,1.0,0.0,0.5,0.0,0.0,0.0,26.0,24.6,500000,3
979,Giacomo Raspadori,2,38,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000,3
980,Rogerio,2,38,20.0,2672.0,1.0,2.0,2.4,0.0,0.0,0.0,48.0,42.1,10000000,3
981,Stefano Sensi,3,38,22.0,1972.0,2.0,4.0,1.9,0.0,0.0,0.0,0.0,0.0,30000000,3
982,Ola Aina,2,49,21.0,2160.0,1.0,3.0,1.4,0.0,0.0,0.0,23.0,31.7,10000000,3
983,Cristian Ansaldi,2,49,31.0,1807.0,3.0,2.0,1.4,0.0,0.0,0.0,15.0,26.2,5000000,3
984,Daniele Baselli,3,49,26.0,2379.0,4.0,1.0,2.4,0.0,0.0,0.0,0.0,0.0,10000000,3
985,Andrea Belotti,4,49,24.0,3299.0,15.0,3.0,17.3,0.0,0.0,0.0,0.0,0.0,35000000,3
986,Alex Berenguer,3,49,23.0,1486.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,6000000,3
987,Lorenzo De Silvestri,2,49,30.0,2415.0,2.0,4.0,2.8,0.0,0.0,0.0,25.0,31.8,4000000,3
988,Koffi Djidji,2,49,25.0,1387.0,0.0,0.0,0.1,0.0,0.0,0.0,18.0,23.6,5000000,3
989,Simone Edera,3,49,21.0,77.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,1000000,3
990,Iago Falque,4,49,28.0,1612.0,6.0,4.0,5.3,0.0,0.0,0.0,0.0,0.0,17500000,3
991,Armando Izzo,2,49,26.0,3271.0,4.0,1.0,2.9,0.0,0.0,0.0,32.0,43.8,20000000,3
992,Sasa Lukic,3,49,21.0,989.0,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,4000000,3
993,Lyanco,2,49,21.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,8000000,3
994,Soualiho Meite,3,49,24.0,2659.0,2.0,4.0,1.2,0.0,0.0,0.0,0.0,0.0,13000000,3
995,Vincenzo Millico,3,49,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000,3
996,Vittorio Parigini,3,49,22.0,377.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,2000000,3
997,Tomas Rincon,3,49,30.0,2799.0,3.0,1.0,1.2,0.0,0.0,0.0,0.0,0.0,8000000,3
998,Salvatore Sirigu,1,49,31.0,3169.0,0.0,0.0,0.0,35.0,99.0,14.0,0.0,0.0,7500000,3
999,Roberto Soriano,3,49,27.0,468.0,0.0,2.0,0.2,0.0,0.0,0.0,0.0,0.0,7000000,3
1000,Simone Zaza,4,49,27.0,1437.0,4.0,3.0,6.6,0.0,0.0,0.0,0.0,0.0,10000000,3
1001,Allan,3,12,27.0,2616.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,60000000,3
1002,Jose Callejon,3,12,31.0,2650.0,3.0,10.0,5.7,0.0,0.0,0.0,0.0,0.0,20000000,3
1003,Vlad Chiriches,2,12,28.0,147.0,0.0,0.0,0.1,0.0,0.0,0.0,1.0,0.5,6000000,3
